is_bug_fix,revisionNo,message
0,882,Changes to create Barcode Scanner 2.6 beta 1. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html Modified : /trunk/android/src/com/google/zxing/client/android/SearchBookContentsActivity.java 
0,883,- Added a new unit test of 13 ITF images I took with a T-Mobile G1.- Added upside down unit tests for the existing ITF images.- Removed the temporary format code from these tests now that ITF is on bydefault. Added : /trunk/core/test/data/blackbox/itf-2 Added : /trunk/core/test/data/blackbox/itf-2/01.jpg Added : /trunk/core/test/data/blackbox/itf-2/01.txt Added : /trunk/core/test/data/blackbox/itf-2/02.jpg Added : /trunk/core/test/data/blackbox/itf-2/02.txt Added : /trunk/core/test/data/blackbox/itf-2/03.jpg Added : /trunk/core/test/data/blackbox/itf-2/03.txt Added : /trunk/core/test/data/blackbox/itf-2/04.jpg Added : /trunk/core/test/data/blackbox/itf-2/04.txt Added : /trunk/core/test/data/blackbox/itf-2/05.jpg Added : /trunk/core/test/data/blackbox/itf-2/05.txt Added : /trunk/core/test/data/blackbox/itf-2/06.jpg Added : /trunk/core/test/data/blackbox/itf-2/06.txt Added : /trunk/core/test/data/blackbox/itf-2/07.jpg Added : /trunk/core/test/data/blackbox/itf-2/07.txt Added : /trunk/core/test/data/blackbox/itf-2/08.jpg Added : /trunk/core/test/data/blackbox/itf-2/08.txt Added : /trunk/core/test/data/blackbox/itf-2/09.jpg Added : /trunk/core/test/data/blackbox/itf-2/09.txt Added : /trunk/core/test/data/blackbox/itf-2/10.jpg Added : /trunk/core/test/data/blackbox/itf-2/10.txt Added : /trunk/core/test/data/blackbox/itf-2/11.jpg Added : /trunk/core/test/data/blackbox/itf-2/11.txt Added : /trunk/core/test/data/blackbox/itf-2/12.jpg Added : /trunk/core/test/data/blackbox/itf-2/12.txt Added : /trunk/core/test/data/blackbox/itf-2/13.jpg Added : /trunk/core/test/data/blackbox/itf-2/13.txt Modified : /trunk/core/test/src/com/google/zxing/oned/ITFBlackBox1TestCase.java Added : /trunk/core/test/src/com/google/zxing/oned/ITFBlackBox2TestCase.java 
0,884,"Fixed a bad build target, and added two missing packages. Modified : /trunk/build.xml "
0,885,"Created v2.6 final, and added the ability for web apps to launch Barcode Scannerby linking to <a href=""http://zxing.appspot.com/scan"" rel=""nofollow"">http://zxing.appspot.com/scan</a>. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html "
0,886,Wrote version notes for v1.3. Modified : /trunk/CHANGES 
0,887,"Whoops, forgot to mention the C# port, I thought it was present in v1.2. Modified : /trunk/CHANGES "
0,888,Edited wiki page through web user interface. Modified : /wiki/ScanningViaIntent.wiki 
0,889,"Try to do a better job of understanding if the phone supports video capture, andwhat formats, to provide better errors when it won't work Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java "
0,890,"Created a page at <a href=""http://zxing.appspot.com/scan"" rel=""nofollow"">http://zxing.appspot.com/scan</a> which is the fall-through ifBarcode Scanner is not installed and a web app tried to launch it. It contains asimple explanation and a link to Market, as well as a link for other platformsto the <a title=""How to get a compiled reader for your phone"" href=""/p/zxing/wiki/GetTheReader"">GetTheReader</a> Wiki page. Modified : /trunk/zxing.appspot.com/app.yaml Added : /trunk/zxing.appspot.com/static/scan.html Added : /trunk/zxing.appspot.com/static/zxingiconsmall.png "
0,891,Slightly smarter version of last change Modified : /trunk/javame/src/com/google/zxing/client/j2me/SnapshotThread.java 
0,892,Fixed tiny javadoc glitches Modified : /trunk/core/src/com/google/zxing/DecodeHintType.java Modified : /trunk/core/src/com/google/zxing/common/detector/MonochromeRectangleDetector.java 
0,893,Edited wiki page through web user interface. Modified : /wiki/GetTheReader.wiki 
0,894,Edited wiki page through web user interface. Modified : /wiki/GetTheReader.wiki 
1,895,"<a title=""Reading DataMatrix"" class=closed_ref href=""/p/zxing/issues/detail?id=158""> Issue 158 </a>: Correct some off-by-one problems in Data Matrix detector and a fewmore improvements, ignore unsupported DM symbols Modified : /trunk/core/src/com/google/zxing/common/detector/MonochromeRectangleDetector.java Modified : /trunk/core/src/com/google/zxing/datamatrix/decoder/DecodedBitStreamParser.java Modified : /trunk/core/src/com/google/zxing/datamatrix/detector/Detector.java Modified : /trunk/core/test/src/com/google/zxing/datamatrix/DataMatrixBlackBox2TestCase.java "
1,896,"<a title=""GF256 cpp port is incorrect"" class=closed_ref href=""/p/zxing/issues/detail?id=161""> Issue 161 </a> Modified : /trunk/cpp/core/src/common/reedsolomon/GF256.cpp "
1,897,"<a title=""Uninitialized memory in cpp port"" class=closed_ref href=""/p/zxing/issues/detail?id=163""> Issue 163 </a> Modified : /trunk/cpp/core/src/common/Array.h "
1,898,"<a title=""QRCode BitMatrixParser.readVersion() reads too few bits"" class=closed_ref href=""/p/zxing/issues/detail?id=164""> Issue 164 </a> Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/BitMatrixParser.java "
1,899,"<a title=""QRCode BitMatrixParser.readVersion() reads too few bits"" class=closed_ref href=""/p/zxing/issues/detail?id=164""> Issue 164 </a> Modified : /trunk/cpp/core/src/qrcode/decoder/BitMatrixParser.cpp "
1,900,"<a title=""Version.decodeVersionInformation doesn't update bestDifference"" class=closed_ref href=""/p/zxing/issues/detail?id=165""> Issue 165 </a> Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/Version.java "
1,901,"<a title=""Version.decodeVersionInformation doesn't update bestDifference"" class=closed_ref href=""/p/zxing/issues/detail?id=165""> Issue 165 </a> Modified : /trunk/cpp/core/src/qrcode/decoder/Version.cpp "
1,902,"<a title=""Bug in cpp port of Detector.java"" class=closed_ref href=""/p/zxing/issues/detail?id=166""> Issue 166 </a> Modified : /trunk/cpp/core/src/qrcode/detector/Detector.cpp "
0,903,Enable DataMatrix in the web app / other small tweaks Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/FormatInformation.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPattern.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPattern.java Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java 
0,904,Enable DataMatrix in the web app / other small tweaks (forgot one class!); alsofix a small bug in QRCodeWriter Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/QRCodeWriter.java 
0,905,Fixed encoding geo locations in a QR code. Some floats got converted to doublesby accident in a previous cleanup pass. Modified : /trunk/android/src/com/google/zxing/client/android/QRCodeEncoder.java 
0,906,Removed a bunch of logging cruft from the network code which we don't need. Modified : /trunk/android/src/com/google/zxing/client/android/AndroidHttpClient.java 
0,907,"Fixed or removed a bunch of TODOs, and enforced the 100 columns limit in a bunchof places. Also allowed QR Codes to be encoded of contacts without names. Modified : /trunk/android/build.xml Modified : /trunk/android/src/com/google/zxing/client/android/DecodeThread.java Modified : /trunk/android/src/com/google/zxing/client/android/QRCodeEncoder.java Modified : /trunk/android/src/com/google/zxing/client/android/ShareActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandler.java Modified : /trunk/androidtest/build.xml Modified : /trunk/core/src/com/google/zxing/oned/Code128Reader.java Modified : /trunk/core/src/com/google/zxing/oned/ITFReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/encoder/Encoder.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/decoder/DecodedBitStreamParserTestCase.java "
0,908,Tweak to compile with Android 1.5 but still work in 1.1 Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/CameraManager.java Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/CameraTestActivity.java 
0,909,Try to resolve CLOSE_WAIT issue on zxing.org Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpcore-4.0-beta2.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpcore-4.0.jar Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpcore-nio-4.0-beta2.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpcore-nio-4.0.jar 
0,910,Edited wiki page through web user interface. Modified : /wiki/BarcodeContents.wiki 
1,911,"In extreme decoder failure case, make sure not to let an IAE propagate up. Turnit into ReaderException. Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/Version.java "
0,912,We should be to 1.4 now right? Modified : /trunk/build.properties 
1,913,Improve URL detection rule to exclude stuff like &quot;Hi.&quot; Modified : /trunk/core/src/com/google/zxing/client/result/URIResultParser.java 
1,914,Improve URL detection rule to exclude stuff like &quot;Hi.&quot; Modified : /trunk/core/test/src/com/google/zxing/client/result/ParsedReaderResultTestCase.java 
0,915,Update to more recent HttpClient Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpclient-4.0-alpha4.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpclient-4.0-beta2.jar Deleted : /trunk/zxingorg/web/WEB-INF/lib/httpmime-4.0-alpha4.jar Added : /trunk/zxingorg/web/WEB-INF/lib/httpmime-4.0-beta2.jar 
0,916,Workaround for NPE on some Nokias from webblaz... Modified : /trunk/javame/src/com/google/zxing/client/j2me/ZXingMIDlet.java 
0,917,Oops new HTTP lib has a slightly difference exception signature in one method Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java 
0,918,"<a title=""Enhancement: find multiple barcode into an image"" class=closed_ref href=""/p/zxing/issues/detail?id=183""> Issue 183 </a>: Adds support for detecting multiple barcodes, and simplifiesResultPoint abstraction Added : /trunk/core/src/com/google/zxing/CroppedMonochromeBitmapSource.java Added : /trunk/core/src/com/google/zxing/MultipleBarcodeReader.java Modified : /trunk/core/src/com/google/zxing/ResultPoint.java Deleted : /trunk/core/src/com/google/zxing/common/GenericResultPoint.java Modified : /trunk/core/src/com/google/zxing/common/detector/MonochromeRectangleDetector.java Modified : /trunk/core/src/com/google/zxing/datamatrix/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractOneDReader.java Modified : /trunk/core/src/com/google/zxing/oned/AbstractUPCEANReader.java Modified : /trunk/core/src/com/google/zxing/oned/Code128Reader.java Modified : /trunk/core/src/com/google/zxing/oned/Code39Reader.java Modified : /trunk/core/src/com/google/zxing/oned/ITFReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/AlignmentPattern.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPattern.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/encoder/Encoder.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageMonochromeBitmapSource.java "
0,919,Adding a few test images from a defunct issue report Added : /trunk/core/test/data/blackbox/ean13-2/17.jpg Added : /trunk/core/test/data/blackbox/ean13-2/17.txt Added : /trunk/core/test/data/blackbox/ean13-2/18.jpg Added : /trunk/core/test/data/blackbox/ean13-2/18.txt 
0,920,Add address line 2 support to generator Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/ContactInfoGenerator.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/Generator.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/GeneratorSource.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/GeoLocationGenerator.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/StringConstants.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/Validators.java 
0,921,Moved MultipleBarcodeReader and added ByQuadrantReader to try to accommodatemany QR codes in an image Deleted : /trunk/core/src/com/google/zxing/MultipleBarcodeReader.java Added : /trunk/core/src/com/google/zxing/multi Added : /trunk/core/src/com/google/zxing/multi/ByQuadrantReader.java Added : /trunk/core/src/com/google/zxing/multi/MultipleBarcodeReader.java 
0,922,Oops fixed invalid use of java.net classes Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/ContactInfoGenerator.java Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/Validators.java 
1,923,"Final changes for v2.7 of Barcode Scanner, including sending product lookups tothe mobile version of Google Product Search. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html Modified : /trunk/android/res/values/ids.xml Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivityHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/LocaleManager.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandler.java "
0,924,Possible small bug fix and cleanup of unneeded code Modified : /trunk/android/src/com/google/zxing/client/android/AndroidHttpClient.java Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java 
0,925,Streamline contact encoding and avoid encoding a line break Modified : /trunk/android/src/com/google/zxing/client/android/QRCodeEncoder.java Modified : /trunk/android/src/com/google/zxing/client/android/ShareActivity.java 
0,926,Restore shutdown of connection manager Modified : /trunk/android/src/com/google/zxing/client/android/AndroidHttpClient.java 
0,927,Add MultipleBarcodeReader interface to allow for more implementations Modified : /trunk/core/src/com/google/zxing/multi/ByQuadrantReader.java Added : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java 
0,928,Added 'shareText' integration code from Isaac Modified : /trunk/AUTHORS Modified : /trunk/android-integration/src/com/google/zxing/integration/android/IntentIntegrator.java 
0,929,Forge ahead with detection even if we missed an alignment pattern -- can stilldecode in some cases without it Modified : /trunk/core/src/com/google/zxing/qrcode/detector/Detector.java 
0,930,Edited wiki page through web user interface. Modified : /wiki/InterestingLinks.wiki 
0,931,Allow empty URL Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/ContactInfoGenerator.java 
0,932,Edited wiki page through web user interface. Modified : /wiki/InterestingLinks.wiki 
0,933,Alternate multi QR Code reader from Hannes Modified : /trunk/AUTHORS Added : /trunk/core/src/com/google/zxing/multi/qrcode Added : /trunk/core/src/com/google/zxing/multi/qrcode/QRCodeMultiReader.java Added : /trunk/core/src/com/google/zxing/multi/qrcode/detector Added : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiDetector.java Added : /trunk/core/src/com/google/zxing/multi/qrcode/detector/MultiFinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/QRCodeReader.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/Detector.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPattern.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternInfo.java 
1,934,"Fix <a title=""readCodewords() reads out of bounds in some cases"" class=closed_ref href=""/p/zxing/issues/detail?id=189""> issue 189 </a>. Need to guard against 'false positive' success in reading versioninfo. Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/BitMatrixParser.java "
0,935,Added simplified and traditional Chinese translations for the Android clientfrom Kevin Xue. Modified : /trunk/AUTHORS Added : /trunk/android/res/values-zh-rCN Added : /trunk/android/res/values-zh-rCN/strings.xml Added : /trunk/android/res/values-zh-rTW Added : /trunk/android/res/values-zh-rTW/strings.xml 
0,936,Fix Contact qrcode generator on appengine. Modified : /trunk/zxing.appspot.com/generator/src/com/google/zxing/web/generator/client/ContactInfoGenerator.java 
0,937,Marginal improvement to datamatrix decoder Modified : /trunk/core/src/com/google/zxing/datamatrix/detector/Detector.java 
0,938,"Removed deprecation of 'cropping' constructor -- in the end replacing itintroduced some non-trivial performance hit, not worth it Modified : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageMonochromeBitmapSource.java "
0,939,Add toString() for easy debugging Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java 
0,940,Be smarter about recursion to avoid infinite loop Modified : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java 
1,941,Remove some DEBUG blocks that apparently do not compile Modified : /trunk/cpp/core/src/common/reedsolomon/GF256Poly.cpp Modified : /trunk/cpp/core/src/common/reedsolomon/ReedSolomonDecoder.cpp 
0,942,Cleaned up some code to fit in 100 columns. Modified : /trunk/core/src/com/google/zxing/MultiFormatReader.java Modified : /trunk/core/src/com/google/zxing/Result.java Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Modified : /trunk/core/src/com/google/zxing/common/CharacterSetECI.java Modified : /trunk/core/src/com/google/zxing/common/DefaultGridSampler.java Modified : /trunk/core/src/com/google/zxing/common/ECI.java Modified : /trunk/core/src/com/google/zxing/common/GridSampler.java Modified : /trunk/core/src/com/google/zxing/common/PerspectiveTransform.java 
0,943,"Stopped sending the decode duration in a message, which no one was looking at,and logged it instead. Modified : /trunk/android/src/com/google/zxing/client/android/DecodeThread.java "
0,944,Moved CroppedMonochromeBitmapSource into the common package and fixed some more100 column issues. Deleted : /trunk/core/src/com/google/zxing/CroppedMonochromeBitmapSource.java Added : /trunk/core/src/com/google/zxing/common/CroppedMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/multi/ByQuadrantReader.java Modified : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java 
0,945,"I moved a chunk of the histogram/black point code out ofBaseMonochromeBitmapSource and into BlackPointEstimator which makes a lot moresense. Unfortunately I had to expose three new methods and touch a bunch offiles. But I did manage to reuse an array on subsequent calls, which was beingallocated on every row scanned, so that might be a bit faster. It will also beeasier to convert this code to JNI in the future if we want to, and/or do moreadvanced thresholding. Modified : /trunk/android/src/com/google/zxing/client/android/YUVMonochromeBitmapSource.java Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/RGBMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/MonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Modified : /trunk/core/src/com/google/zxing/common/CroppedMonochromeBitmapSource.java Deleted : /trunk/core/test/src/com/google/zxing/common/BlackPointEstimationMethodTestCase.java Added : /trunk/core/test/src/com/google/zxing/common/BlackPointEstimatorTestCase.java Modified : /trunk/javame/src/com/google/zxing/client/j2me/LCDUIImageMonochromeBitmapSource.java Modified : /trunk/javase/src/com/google/zxing/client/j2se/BufferedImageMonochromeBitmapSource.java "
0,946,Fixed a typo in our golden results. Modified : /trunk/core/test/data/blackbox/qrcode-2/12.txt 
0,947,"Added better logging for our blackbox tests. It now displays the number ofimages which passes per test out of the total, and the percentage. It also warnswhen a blackbox test is too lax (i.e. we've made decoding improvements buthaven't raised the high water mark). Modified : /trunk/core/test/src/com/google/zxing/common/AbstractBlackBoxTestCase.java "
0,948,Make some stuff to public to compile Modified : /trunk/bug/src/com/google/zxing/client/bug/AWTImageMonochromeBitmapSource.java 
0,949,Off by one error in last change Modified : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java 
0,950,Changed the 2D histogram calculation to sample four rows spread across the imagerather than taking a diagonal. We get a net increase of 63 blackbox tests withthis change. Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/BlackPointEstimator.java Modified : /trunk/core/test/src/com/google/zxing/datamatrix/DataMatrixBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox1TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox2TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox3TestCase.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox4TestCase.java 
0,951,More intelligence to avoid very deep recursion Modified : /trunk/core/src/com/google/zxing/multi/GenericMultipleBarcodeReader.java 
0,952,"Oops, one more fix to rotateCounterClockwise() here Modified : /trunk/core/src/com/google/zxing/common/CroppedMonochromeBitmapSource.java "
0,953,"Extended the command line tool to dump the results of black point calculation.You can now use the flag --dump_black_point to generate a PNG which contains theoriginal image, the row scanning monochrome version, and the 2D scanningmonochrome version side by side. It will be saved as originalfilename.mono.png. Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java "
1,954,You can now dump the black point for URLs to the pwd. Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java 
0,955,Improvement to Shift_JIS encoding detector to avoid detecting some UTF-8 stringsas Shift_JIS Modified : /trunk/core/src/com/google/zxing/qrcode/decoder/DecodedBitStreamParser.java Modified : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeWriterTestCase.java 
0,956,Fixed an old misspelling and a few tiny tweaks Modified : /trunk/core/src/com/google/zxing/qrcode/detector/FinderPatternFinder.java 
0,957,Made the Android Test app debuggable so I can examine memory allocation patternsusing DDMS (part of the Android SDK). Modified : /trunk/androidtest/AndroidManifest.xml 
0,958,Only allocate a StringBuffer if the start pattern has been found successfully inthe ITFReader. Modified : /trunk/core/src/com/google/zxing/oned/ITFReader.java 
0,959,"Small tweaks, use more friendly content type Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeEmailListener.java Modified : /trunk/zxingorg/src/com/google/zxing/web/DecodeServlet.java Modified : /trunk/zxingorg/web/badimage.jspx Modified : /trunk/zxingorg/web/badurl.jspx Modified : /trunk/zxingorg/web/decode.jspx Modified : /trunk/zxingorg/web/decoderesult.jspx Modified : /trunk/zxingorg/web/notfound.jspx "
0,960,Cut Barcode Scanner v2.8 for Android. Modified : /trunk/android/AndroidManifest.xml Modified : /trunk/android/assets/html/whatsnew.html 
0,961,"Created a new QR blackbox test with difficult exposures, mostly self-shadowingcases. We only get 34 out of 120 tests, which is about what I expected. To fixthese we will have to move away from a global black point and towards a moresophisticated local thresholding algorithm. Added : /trunk/core/test/data/blackbox/qrcode-5 Added : /trunk/core/test/data/blackbox/qrcode-5/01.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/01.txt Added : /trunk/core/test/data/blackbox/qrcode-5/02.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/02.txt Added : /trunk/core/test/data/blackbox/qrcode-5/03.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/03.txt Added : /trunk/core/test/data/blackbox/qrcode-5/04.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/04.txt Added : /trunk/core/test/data/blackbox/qrcode-5/05.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/05.txt Added : /trunk/core/test/data/blackbox/qrcode-5/06.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/06.txt Added : /trunk/core/test/data/blackbox/qrcode-5/07.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/07.txt Added : /trunk/core/test/data/blackbox/qrcode-5/08.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/08.txt Added : /trunk/core/test/data/blackbox/qrcode-5/09.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/09.txt Added : /trunk/core/test/data/blackbox/qrcode-5/10.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/10.txt Added : /trunk/core/test/data/blackbox/qrcode-5/11.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/11.txt Added : /trunk/core/test/data/blackbox/qrcode-5/12.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/12.txt Added : /trunk/core/test/data/blackbox/qrcode-5/13.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/13.txt Added : /trunk/core/test/data/blackbox/qrcode-5/14.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/14.txt Added : /trunk/core/test/data/blackbox/qrcode-5/15.jpg Added : /trunk/core/test/data/blackbox/qrcode-5/15.txt Added : /trunk/core/test/src/com/google/zxing/qrcode/QRCodeBlackBox5TestCase.java "
0,962,Wrote a usage message for the CommandLineRunner. Modified : /trunk/javase/src/com/google/zxing/client/j2se/CommandLineRunner.java 
0,963,Added hypest who apparently actually wrote the C# port Modified : /trunk/AUTHORS 
0,964,Updates to compile against 1.5; figuring we will shortly need to be 1.5-friendly Modified : /trunk/android/src/com/google/zxing/client/android/CameraManager.java Modified : /trunk/android/src/com/google/zxing/client/android/CaptureActivity.java 
0,965,Don't use books.google.cn for Book Search -- doesn't exist. Also a few tinytweaks. Modified : /trunk/android/src/com/google/zxing/client/android/LocaleManager.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ResultHandler.java 
0,966,"Calculated total time taken by the benchmark, and also reported it in the UI (inaddition to logcat). Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/BenchmarkActivity.java Modified : /trunk/androidtest/src/com/google/zxing/client/androidtest/BenchmarkItem.java "
0,967,"<a title=""different search besides google"" class=closed_ref href=""/p/zxing/issues/detail?id=155""> Issue 155 </a>: allow custom product search, and, other small tweaks I think nobodywill yell at me for Modified : /trunk/android/res/values/strings.xml Modified : /trunk/android/res/xml/preferences.xml Modified : /trunk/android/src/com/google/zxing/client/android/AndroidHttpClient.java Modified : /trunk/android/src/com/google/zxing/client/android/DecodeThread.java Modified : /trunk/android/src/com/google/zxing/client/android/EncodeActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/PreferencesActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/SearchBookContentsActivity.java Modified : /trunk/android/src/com/google/zxing/client/android/SearchBookContentsListItem.java Modified : /trunk/android/src/com/google/zxing/client/android/ViewfinderView.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ISBNResultHandler.java Modified : /trunk/android/src/com/google/zxing/client/android/result/ProductResultHandler.java "
0,968,Added getBlackDiagonal() which I likely want to use later Modified : /trunk/core/src/com/google/zxing/MonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/BaseMonochromeBitmapSource.java Modified : /trunk/core/src/com/google/zxing/common/CroppedMonochromeBitmapSource.java 
