is_bug_fix,revisionNo,message
0,1245,Initial checkin Modified : /trunk/NotesList/bin/NotesList.apk Modified : /trunk/NotesList/bin/resources.ap_ 
0,1246,Delete bin directory. Deleted : /trunk/NotesList/bin Deleted : /trunk/NotesList/build-private.properties Deleted : /trunk/NotesList/obfuscated.txt Deleted : /trunk/NotesList/optimized.jar 
0,1247,Rename NotesList to NotePad. Added : /trunk/NotePad Deleted : /trunk/NotePad/bin Deleted : /trunk/NotePad/build-private.properties Deleted : /trunk/NotePad/obfuscated.txt Deleted : /trunk/NotePad/optimized.jar Modified : /trunk/NotePad/src/com/example/android/notepad Deleted : /trunk/NotesList 
0,1248,Add to ignore list. Modified : /trunk/NotePad 
0,1249,Rename NotesList into NotePad. Modified : /trunk/NotePad/.project 
0,1250,Bug fix: Make note in edit mode persistent after screen orientation change. Modified : /trunk/NotePad Modified : /trunk/NotePad/src/com/example/android/notepad/NoteEditor.java 
0,1251,Bug fix: Remove possibility to dismiss title dialog when clicking in edit field. Modified : /trunk/NotePad/src/com/example/android/notepad/TitleEditor.java 
0,1252,Enhancement: Remove title editor. Make first 30 characters or first line thedefault title. Modified : /trunk/NotePad/AndroidManifest.xml Modified : /trunk/NotePad/src/com/example/android/notepad/NoteEditor.java 
0,1253,Change version to 0.0.2.Include author information. Modified : /trunk/NotePad/AndroidManifest.xml Modified : /trunk/NotePad/src/com/example/android/notepad/NoteEditor.java 
0,1254,Change build name to NotePad. Modified : /trunk/NotePad/build.xml 
0,1255,BugFix: Fix problem when changing orientation on newly inserted item. Modified : /trunk/NotePad/src/com/example/android/notepad/NoteEditor.java 
0,1256,Enhancement: Add empty view and button on top of the list. Added : /trunk/NotePad/res/layout/noteslist.xml Modified : /trunk/NotePad/res/values/strings.xml Modified : /trunk/NotePad/src/com/example/android/notepad/NotesList.java 
0,1257,Add ability to send note by email. Modified : /trunk/NotePad/res/values/strings.xml Modified : /trunk/NotePad/src/com/example/android/notepad/NotesList.java 
0,1258,Moved NotePad from com.google.samples.notepad to org.openintents.notepad. Modified : /trunk/NotePad/AndroidManifest.xml Modified : /trunk/NotePad/res/layout/note_editor.xml Modified : /trunk/NotePad/res/layout/noteslist.xml Modified : /trunk/NotePad/res/values/strings.xml Deleted : /trunk/NotePad/sample_note.png Deleted : /trunk/NotePad/sample_notepad.png Added : /trunk/NotePad/src/org Added : /trunk/NotePad/src/org/openintents 
0,1259,Delete source in old package. Deleted : /trunk/NotePad/src/com/example/android/notepad 
0,1260,"Add Eula, About, and Update. Modified : /trunk/NotePad/AndroidManifest.xml Added : /trunk/NotePad/res/layout/about.xml Added : /trunk/NotePad/res/layout/eula.xml Modified : /trunk/NotePad/res/values/strings.xml Deleted : /trunk/NotePad/src/com Added : /trunk/NotePad/src/org/openintents/distribution Added : /trunk/NotePad/src/org/openintents/distribution/AboutActivity.java Added : /trunk/NotePad/src/org/openintents/distribution/EulaActivity.java Added : /trunk/NotePad/src/org/openintents/distribution/Update.java "
0,1261,Add readme file and modification notice to copyright. Modified : /trunk/NotePad Modified : /trunk/NotePad/build.xml Added : /trunk/NotePad/readme.txt Modified : /trunk/NotePad/res/layout/note_editor.xml Modified : /trunk/NotePad/res/values/strings.xml 
0,1262,missing files after rename Modified : /trunk/NotePad/AndroidManifest.xml Added : /trunk/NotePad/src/org/openintents/notepad Added : /trunk/NotePad/src/org/openintents/notepad/NoteEditor.java Added : /trunk/NotePad/src/org/openintents/notepad/NotePad.java Added : /trunk/NotePad/src/org/openintents/notepad/NotePadProvider.java Added : /trunk/NotePad/src/org/openintents/notepad/NotesList.java Added : /trunk/NotePad/src/org/openintents/notepad/TitleEditor.java 
0,1263,minor changes Added : /trunk/Tags/res/raw/call_log.xml Modified : /trunk/Tags/res/raw/contacts.xml Modified : /trunk/Tags/src/org/openintents/tags/content/ContentBrowserView.java Modified : /trunk/Tags/src/org/openintents/tags/content/DirectoryRegister.java 
0,1264,Set screen brightness while flashlight is turned on. Modified : /trunk/Flashlight/AndroidManifest.xml Modified : /trunk/Flashlight/src/org/openintents/flashlight/Flashlight.java 
0,1265,Switch to full screen by tapping. After timeout switch to full screenautomatically. Modified : /trunk/Flashlight/src/org/openintents/flashlight/Flashlight.java 
0,1266,Initial import. Added : /trunk/UpdateChecker 
0,1267,Initial checkin Modified : /trunk/UpdateChecker Added : /trunk/UpdateChecker/.classpath Added : /trunk/UpdateChecker/.project Added : /trunk/UpdateChecker/AndroidManifest.xml Added : /trunk/UpdateChecker/assets Added : /trunk/UpdateChecker/res Added : /trunk/UpdateChecker/res/drawable Added : /trunk/UpdateChecker/res/drawable/icon.png Added : /trunk/UpdateChecker/res/layout Added : /trunk/UpdateChecker/res/values Added : /trunk/UpdateChecker/res/values/strings.xml Added : /trunk/UpdateChecker/src Added : /trunk/UpdateChecker/src/org Added : /trunk/UpdateChecker/src/org/openintents Added : /trunk/UpdateChecker/src/org/openintents/updatechecker Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/IUpdateCheckerService.aidl Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/IUpdateCheckerServiceCallback.aidl Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/Update.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerActivity.java 
0,1268,Upgrade Flashlight to Release 1.0.1. Modified : /trunk/Flashlight/AndroidManifest.xml Modified : /trunk/Flashlight/readme.txt 
0,1269,Version file for Notepad. Modified : /trunk/NotePad/src/org/openintents/notepad Added : /trunk/release/version/org.openintents.notepad.txt 
0,1270,"show some info, fix update Modified : /trunk/UpdateChecker/AndroidManifest.xml Added : /trunk/UpdateChecker/res/layout/main.xml Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/Update.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerActivity.java "
0,1271,uses remote UpdateCheckerService Modified : /trunk/NotePad/AndroidManifest.xml Modified : /trunk/NotePad/src/org/openintents/distribution/Update.java Modified : /trunk/NotePad/src/org/openintents/notepad/NotesList.java Added : /trunk/NotePad/src/org/openintents/updatechecker Added : /trunk/NotePad/src/org/openintents/updatechecker/IUpdateCheckerService.aidl Added : /trunk/NotePad/src/org/openintents/updatechecker/IUpdateCheckerServiceCallback.aidl 
0,1272,Flashlight now uses HardwareService to set the Brightness to maximum. Modified : /trunk/Flashlight Modified : /trunk/Flashlight/AndroidManifest.xml Modified : /trunk/Flashlight/build.properties Modified : /trunk/Flashlight/build.xml Added : /trunk/Flashlight/lib/hardware09.jar Added : /trunk/Flashlight/src/org/openintents/distribution Added : /trunk/Flashlight/src/org/openintents/distribution/AboutActivity.java Added : /trunk/Flashlight/src/org/openintents/distribution/EulaActivity.java Added : /trunk/Flashlight/src/org/openintents/distribution/Update.java Modified : /trunk/Flashlight/src/org/openintents/flashlight Modified : /trunk/Flashlight/src/org/openintents/flashlight/Flashlight.java 
0,1273,Update readme file. Modified : /trunk/Flashlight/readme.txt 
0,1274,"classpath changed, override removed Modified : /trunk/Flashlight/.classpath Modified : /trunk/Flashlight/src/org/openintents/flashlight/ColorPickerActivity.java Modified : /trunk/Flashlight/src/org/openintents/flashlight/Flashlight.java "
0,1275,simplify update Added : /trunk/NotePad/src/org/openintents/distribution/Update2.java Modified : /trunk/NotePad/src/org/openintents/notepad/NotesList.java Modified : /trunk/UpdateChecker/AndroidManifest.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/Update.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Deleted : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerActivity.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithCallback.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1276,Update Flashlight file. Modified : /trunk/release/version/org.openintents.flashlight.txt 
0,1277,improve notification Modified : /trunk/UpdateChecker/res/layout/main.xml Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1278,improve notification Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1279,support for Veecheck files added Added : /trunk/UpdateChecker/src/com Added : /trunk/UpdateChecker/src/com/tomgibara Added : /trunk/UpdateChecker/src/com/tomgibara/android Added : /trunk/UpdateChecker/src/com/tomgibara/android/veecheck Added : /trunk/UpdateChecker/src/com/tomgibara/android/veecheck/Veecheck.java Added : /trunk/UpdateChecker/src/com/tomgibara/android/veecheck/VeecheckResult.java Added : /trunk/UpdateChecker/src/com/tomgibara/android/veecheck/VeecheckVersion.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotificationVeecheck.java 
0,1280,store last check in DB Modified : /trunk/UpdateChecker/AndroidManifest.xml Modified : /trunk/UpdateChecker/res/layout/main.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfoProvider.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1281,"Improved UI, support for VeeCheck without VersionCode Modified : /trunk/UpdateChecker/res/layout/main.xml Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/IUpdateCheckerServiceCallback.aidl Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithCallback.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotificationVeecheck.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java "
0,1282,more on versionnumber Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1283,GPL license Modified : /trunk/UpdateChecker/AndroidManifest.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/Update.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithCallback.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotificationVeecheck.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfoProvider.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java 
0,1284,minor changes to always update Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java 
0,1285,UpdateListActivity added Modified : /trunk/UpdateChecker/AndroidManifest.xml Added : /trunk/UpdateChecker/build.properties Added : /trunk/UpdateChecker/build.xml Added : /trunk/UpdateChecker/readme.txt Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfoProvider.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java Added : /trunk/UpdateChecker/template of build-private.properties 
0,1286,UpdateListActivity added Modified : /trunk/UpdateChecker 
0,1287,Add update icon. Added : /branches/developers/peli/image_concepts01a/update Added : /branches/developers/peli/image_concepts01a/update/icon_update001a.svg Added : /branches/developers/peli/image_concepts01a/update/icon_update001b.svg Added : /branches/developers/peli/image_concepts01a/update/icon_update001c.svg Added : /branches/developers/peli/image_concepts01a/update/icon_update001d.svg 
0,1288,Add update icon. Added : /images/icons_sdk1/update Added : /images/icons_sdk1/update/icon_update.png Added : /images/icons_sdk1/update/icon_update.svg 
0,1289,Add new icon for &quot;Update&quot;. Modified : /trunk/UpdateChecker/AndroidManifest.xml Deleted : /trunk/UpdateChecker/res/drawable/icon.png Added : /trunk/UpdateChecker/res/drawable/icon_update.png Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java 
0,1290,Initial import. Added : /trunk/DBBase 
0,1291,Initial checkin Modified : /trunk/DBBase Added : /trunk/DBBase/.classpath Added : /trunk/DBBase/.project Added : /trunk/DBBase/AndroidManifest.xml Added : /trunk/DBBase/assets Added : /trunk/DBBase/res Added : /trunk/DBBase/res/drawable Added : /trunk/DBBase/res/drawable/icon.png Added : /trunk/DBBase/res/layout Added : /trunk/DBBase/res/layout/add_column_dialog.xml Added : /trunk/DBBase/res/layout/add_table_dialog.xml Added : /trunk/DBBase/res/layout/main.xml Added : /trunk/DBBase/res/values Added : /trunk/DBBase/res/values/strings.xml Added : /trunk/DBBase/src Added : /trunk/DBBase/src/org Added : /trunk/DBBase/src/org/openintents Added : /trunk/DBBase/src/org/openintents/dbbase Added : /trunk/DBBase/src/org/openintents/dbbase/ColumnsView.java Added : /trunk/DBBase/src/org/openintents/dbbase/DBBase.java Added : /trunk/DBBase/src/org/openintents/dbbase/DBProvider.java Added : /trunk/DBBase/src/org/openintents/dbbase/TablesView.java 
0,1292,Add barrel icon Added : /branches/developers/peli/image_concepts01a/icons Added : /branches/developers/peli/image_concepts01a/icons/icon_barrel001a.svg Added : /branches/developers/peli/image_concepts01a/icons/icon_barrel001b.svg Added : /branches/developers/peli/image_concepts01a/icons/icon_barrel001c.svg 
0,1293,Add barrel icon. Added : /images/icons_sdk1/base Added : /images/icons_sdk1/base/icon_barrel.png Added : /images/icons_sdk1/base/icon_barrel.svg Modified : /images/icons_sdk1/update/icon_update.svg 
0,1294,"more views, functionality Modified : /trunk/DBBase/AndroidManifest.xml Modified : /trunk/DBBase/res/values/strings.xml Deleted : /trunk/DBBase/src/org/openintents/dbbase/ColumnsView.java Modified : /trunk/DBBase/src/org/openintents/dbbase/DBProvider.java Deleted : /trunk/DBBase/src/org/openintents/dbbase/TablesView.java Added : /trunk/DBBase/src/org/openintents/dbbase/activity Added : /trunk/DBBase/src/org/openintents/dbbase/activity/ColumnsView.java Added : /trunk/DBBase/src/org/openintents/dbbase/activity/RowsView.java Added : /trunk/DBBase/src/org/openintents/dbbase/activity/SingleRowFormView.java Added : /trunk/DBBase/src/org/openintents/dbbase/activity/TablesView.java "
0,1295,Initial import. Added : /trunk/VoiceNote 
0,1296,Initial checkin Modified : /trunk/VoiceNote Added : /trunk/VoiceNote/.classpath Added : /trunk/VoiceNote/.project Added : /trunk/VoiceNote/AndroidManifest.xml Added : /trunk/VoiceNote/assets Added : /trunk/VoiceNote/res Added : /trunk/VoiceNote/res/drawable Added : /trunk/VoiceNote/res/drawable/icon.png Added : /trunk/VoiceNote/res/layout Added : /trunk/VoiceNote/res/values Added : /trunk/VoiceNote/res/values/strings.xml Added : /trunk/VoiceNote/src Added : /trunk/VoiceNote/src/org Added : /trunk/VoiceNote/src/org/openintents Added : /trunk/VoiceNote/src/org/openintents/voicenotes Added : /trunk/VoiceNote/src/org/openintents/voicenotes/VoiceNote.java Added : /trunk/VoiceNote/src/org/openintents/voicenotes/VoiceNoteProvider.java Added : /trunk/VoiceNote/src/org/openintents/voicenotes/VoicePlayNote.java Added : /trunk/VoiceNote/src/org/openintents/voicenotes/VoiceRecordNote.java 
0,1297,Initial import of Countdown. Added : /trunk/Countdown Added : /trunk/Countdown/.project Added : /trunk/Countdown/AndroidManifest.xml Added : /trunk/Countdown/res Added : /trunk/Countdown/res/drawable/timepicker_down_btn.xml Added : /trunk/Countdown/res/drawable/timepicker_down_disabled.9.png Added : /trunk/Countdown/res/drawable/timepicker_down_disabled_focused.9.png Added : /trunk/Countdown/res/drawable/timepicker_down_normal.9.png Added : /trunk/Countdown/res/drawable/timepicker_down_selected.9.png Added : /trunk/Countdown/res/drawable/timepicker_input.xml Added : /trunk/Countdown/res/drawable/timepicker_input_disabled.9.png Added : /trunk/Countdown/res/drawable/timepicker_input_normal.9.png Added : /trunk/Countdown/res/drawable/timepicker_input_selected.9.png Added : /trunk/Countdown/res/drawable/timepicker_up_disabled.9.png Added : /trunk/Countdown/res/drawable/timepicker_up_normal.9.png Added : /trunk/Countdown/res/drawable/timepicker_up_pressed.9.png Added : /trunk/Countdown/res/drawable/timepicker_up_selected.9.png Added : /trunk/Countdown/res/layout Added : /trunk/Countdown/res/layout/about.xml Added : /trunk/Countdown/res/layout/countdown_editor.xml Added : /trunk/Countdown/res/layout/countdownlist.xml Added : /trunk/Countdown/res/layout/duration_picker.xml Added : /trunk/Countdown/res/layout/eula.xml Added : /trunk/Countdown/res/layout/number_picker.xml Added : /trunk/Countdown/res/layout/number_picker_edit.xml Added : /trunk/Countdown/res/values Added : /trunk/Countdown/res/values/strings.xml Added : /trunk/Countdown/src Added : /trunk/Countdown/src/org Added : /trunk/Countdown/src/org/openintents Added : /trunk/Countdown/src/org/openintents/com Added : /trunk/Countdown/src/org/openintents/com/android Added : /trunk/Countdown/src/org/openintents/com/android/internal Added : /trunk/Countdown/src/org/openintents/com/android/internal/widget Added : /trunk/Countdown/src/org/openintents/com/android/internal/widget/NumberPicker.java Added : /trunk/Countdown/src/org/openintents/com/android/internal/widget/NumberPickerButton.java Added : /trunk/Countdown/src/org/openintents/countdown Added : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java Added : /trunk/Countdown/src/org/openintents/countdown/db Added : /trunk/Countdown/src/org/openintents/countdown/db/Countdown.java Added : /trunk/Countdown/src/org/openintents/countdown/db/CountdownProvider.java Added : /trunk/Countdown/src/org/openintents/countdown/list Added : /trunk/Countdown/src/org/openintents/countdown/list/CountdownCursorAdapter.java Added : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListActivity.java Added : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListItemView.java Added : /trunk/Countdown/src/org/openintents/countdown/widget Added : /trunk/Countdown/src/org/openintents/countdown/widget/DurationPicker.java Added : /trunk/Countdown/src/org/openintents/distribution Added : /trunk/Countdown/src/org/openintents/distribution/AboutActivity.java Added : /trunk/Countdown/src/org/openintents/distribution/EulaActivity.java 
0,1298,Add various files to ignore list. Modified : /trunk/Countdown Modified : /trunk/Countdown/src/org/openintents/countdown Modified : /trunk/DBBase/src/org/openintents/dbbase Modified : /trunk/NotePad/src/org/openintents/updatechecker Modified : /trunk/VoiceNote/src/org/openintents/voicenotes 
0,1299,Add DBBase icon. Modified : /trunk/DBBase/AndroidManifest.xml Deleted : /trunk/DBBase/res/drawable/icon.png Added : /trunk/DBBase/res/drawable/icon_barrel.png 
0,1300,Rename Alert list into OI Alerts. Modified : /trunk/Alerts/AndroidManifest.xml Modified : /trunk/Alerts/res/values/strings.xml 
0,1301,Improve countdown layout. Modified : /trunk/Countdown/res/layout/countdownlist_item.xml Modified : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListItemView.java 
0,1302,Add alarm and notification to Countdown. Modified : /trunk/Countdown/AndroidManifest.xml Added : /trunk/Countdown/res/layout/countdown_notificationreceiver.xml Modified : /trunk/Countdown/res/values/strings.xml Added : /trunk/Countdown/src/org/openintents/countdown/AlarmReceiver.java Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java Added : /trunk/Countdown/src/org/openintents/countdown/NotificationReceiverActivity.java Modified : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListItemView.java 
0,1303,Add Countdown within editor. Modified : /trunk/Countdown/res/layout/countdown_editor.xml Modified : /trunk/Countdown/src/org/openintents/countdown/AlarmReceiver.java Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java Modified : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListActivity.java Modified : /trunk/Countdown/src/org/openintents/countdown/list/CountdownListItemView.java Added : /trunk/Countdown/src/org/openintents/countdown/util Added : /trunk/Countdown/src/org/openintents/countdown/util/CountdownUtils.java 
0,1304,Add Start / Modify / Stop / Continue functionality. Modified : /trunk/Countdown/res/layout/countdown_editor.xml Modified : /trunk/Countdown/res/values/strings.xml Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java 
0,1305,Add Ringtone picker (so far information not saved). Modified : /trunk/Countdown/res/layout/countdown_editor.xml Modified : /trunk/Countdown/res/values/strings.xml Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java 
0,1306,Save ringtone state. Modified : /trunk/Countdown/AndroidManifest.xml Modified : /trunk/Countdown/res/values/strings.xml Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java Modified : /trunk/Countdown/src/org/openintents/countdown/db/Countdown.java Modified : /trunk/Countdown/src/org/openintents/countdown/db/CountdownProvider.java 
0,1307,Add sound to notification. Modified : /trunk/Countdown/src/org/openintents/countdown/AlarmReceiver.java 
0,1308,Allow empty title. Modified : /trunk/Countdown/res/layout/countdown_editor.xml Modified : /trunk/Countdown/res/values/strings.xml Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java Modified : /trunk/Countdown/src/org/openintents/countdown/db/CountdownProvider.java 
0,1309,Add an AlarmCancelReceiver (that is finally not being used...) Modified : /trunk/Countdown/AndroidManifest.xml Added : /trunk/Countdown/src/org/openintents/countdown/AlarmCancelReceiver.java Modified : /trunk/Countdown/src/org/openintents/countdown/AlarmReceiver.java 
0,1310,Fix a small bug (removeMessage) and clean up. Modified : /trunk/Countdown/src/org/openintents/countdown/CountdownEditorActivity.java 
0,1311,Add release build files. Modified : /trunk/Countdown Added : /trunk/Countdown/build.properties Added : /trunk/Countdown/build.xml Added : /trunk/Countdown/lib Added : /trunk/Countdown/readme.txt Added : /trunk/Countdown/template of build-private.properties 
0,1312,Version information for Countdown. Added : /trunk/release/version/org.openintents.countdown.txt 
0,1313,more improvements Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithCallback.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Deleted : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotificationVeecheck.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1314,more improvements Modified : /trunk/VoiceNote/AndroidManifest.xml Modified : /trunk/VoiceNote/res/values/strings.xml Modified : /trunk/VoiceNote/src/org/openintents/voicenotes/VoicePlayNote.java 
0,1315,more improvements Added : /trunk/UpdateChecker/res/layout/app_list.xml Deleted : /trunk/UpdateChecker/res/layout/main.xml Added : /trunk/UpdateChecker/res/layout/update_available.xml Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1316,set title Modified : /trunk/UpdateChecker/res/values/strings.xml Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1317,Notification improved Added : /trunk/UpdateChecker/lib Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1318,Alarm added Modified : /trunk/UpdateChecker/AndroidManifest.xml Added : /trunk/UpdateChecker/res/values/arrays.xml Modified : /trunk/UpdateChecker/res/values/strings.xml Added : /trunk/UpdateChecker/res/xml Added : /trunk/UpdateChecker/res/xml/preferences.xml Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/AppListInfo.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/OpenMatrixCursor.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateChecker.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfoProvider.java Added : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/PreferencesActivity.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1319,more improvements Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/AppListInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfoProvider.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateCheckerActivity.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
0,1320,[No log message] Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckService.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateCheckerWithNotification.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/UpdateInfo.java Modified : /trunk/UpdateChecker/src/org/openintents/updatechecker/activity/UpdateListActivity.java 
